district_id,region,district,class,latitude,longitude,total_pop,poverty_rate_pct,poverty_intensity_pct,illiteracy_rate_pct,uninsurance_rate_pct,youth_dependency_ratio,sex_ratio,employment_rate_pct,pop_0_14,pop_15_64,pop_65plus,nmr_per1000lb,imr_per1000lb,u5mr_per1000lb,pnmr_per1000lb,child_mr_per1000lb,bcg_coverage_pct,dpt3_coverage_pct,measles_coverage_pct,fully_vaccinated_pct,polio3_coverage_pct,diarrhea_prevalence_pct,ors_use_pct,continued_feeding_diarrhea_pct,early_breastfeeding_pct,dietary_diversity_pct,min_meal_freq_pct,child_anemia_any_pct,child_anemia_moderate_pct,child_anemia_severe_pct,improved_water_pct,piped_water_pct,surface_water_pct,improved_sanitation_pct,open_defecation_pct,women_no_edu_pct,women_secondary_plus_pct,female_literacy_pct,u5mr_high_risk,nmr_high_risk
69,Bono East,Sene East,District,7.6658435,-0.182426172494555,72081,49.5,41.5,49.9,43.63,78.94,116.72,56.43,30938,39192,1951,18.0,36.0,48.0,12.0,12.0,97.7,81.09,91.9,65.62,84.6,23.47,40.766666666666666,22.08333333333333,55.17,34.67,15.45,45.85,21.35,0.8,61.29,1.95,14.7,27.58333333333333,39.6,24.1,60.45,65.22,1,1
70,Bono East,Sene West,District,7.74897775,-0.618112944814146,70104,26.8,41.0,47.63,20.33,69.63,105.51,61.33,27795,39921,2388,18.0,36.0,48.0,12.0,12.0,97.7,79.51,91.9,68.67,84.6,25.67,40.766666666666666,22.08333333333333,57.26,36.04,15.45,45.85,21.35,0.8,63.66,1.95,14.7,27.58333333333333,39.6,24.1,60.45,66.43,1,1
71,Bono East,Techiman Municipal,Municipal,7.5279454,-1.97466940505838,243335,9.8,41.4,23.61,11.53,57.77,92.98,56.72,86102,149049,8184,18.0,36.0,48.0,12.0,12.0,97.7,77.89,91.9,67.36,84.6,28.03,40.766666666666666,22.08333333333333,55.95,36.55,15.45,45.85,21.35,0.8,64.25,1.95,14.7,27.58333333333333,39.6,24.1,60.45,62.15,1,1
72,Bono East,Techiman North,District,7.70365499999999,-1.98577027897075,102529,15.0,41.8,26.88,14.99,58.73,94.28,51.94,36438,62040,4051,18.0,36.0,48.0,12.0,12.0,97.7,78.1,91.9,65.35,84.6,22.82,40.766666666666666,22.08333333333333,56.32,36.52,15.45,45.85,21.35,0.8,64.53,1.95,14.7,27.58333333333333,39.6,24.1,60.45,66.26,1,1
73,Central,Abura Asebu Kwamankese,District,5.2698722,-1.18890498156872,124465,28.0,44.1,26.92,35.54,62.79,88.8,49.43,44963,71608,7894,17.0,34.0,46.0,20.0,13.0,99.1,84.92,85.3,73.88,88.9,17.28,42.45,24.78333333333333,63.72,44.8,52.25,44.55,17.95,0.75,74.07,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.61,0,0
74,Central,Agona East,District,5.63553575,-0.654757357749996,98637,25.9,43.6,22.75,53.92,57.62,89.91,50.58,34028,59053,5556,17.0,34.0,46.0,20.0,13.0,99.1,87.05,85.3,75.45,88.9,18.56,42.45,24.78333333333333,64.2,42.56,52.25,44.55,17.95,0.75,74.24,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.29,0,0
75,Central,Agona West Municipal,Municipal,4.8901537,-1.9664135,136569,21.0,43.7,19.49,36.45,55.15,88.44,51.9,45926,83274,7369,17.0,34.0,46.0,20.0,13.0,99.1,86.51,85.3,73.58,88.9,18.42,42.45,24.78333333333333,64.34,43.63,52.25,44.55,17.95,0.75,76.01,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,73.39,0,0
76,Central,Ajumako Enyan Essiam,District,5.41243515,-0.984801059019988,120586,29.6,43.5,24.18,40.74,63.54,85.92,49.92,43531,68505,8550,17.0,34.0,46.0,20.0,13.0,99.1,87.34,85.3,74.39,88.9,20.42,42.45,24.78333333333333,60.79,41.62,52.25,44.55,17.95,0.75,75.64,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,76.35,0,0
77,Central,Asikuma Odoben Brakwa,District,5.62649825,-1.02551876426311,126993,29.0,42.3,25.36,36.64,64.53,90.63,54.37,46991,72822,7180,17.0,34.0,46.0,20.0,13.0,99.1,85.66,85.3,75.87,88.9,19.56,42.45,24.78333333333333,64.7,43.78,52.25,44.55,17.95,0.75,69.5,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,71.98,0,0
78,Central,Assin Central Municipal,Municipal,5.73294244999999,-1.31730368183195,88753,18.1,42.8,14.64,34.53,58.76,94.5,54.5,31626,53826,3301,17.0,34.0,46.0,20.0,13.0,99.1,86.54,85.3,77.13,88.9,16.54,42.45,24.78333333333333,62.23,43.1,52.25,44.55,17.95,0.75,73.32,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,76.57,0,0
79,Central,Assin North,District,5.82545685,-1.37392719579152,80539,31.9,42.0,27.51,47.2,62.54,99.28,57.99,29457,47100,3982,17.0,34.0,46.0,20.0,13.0,99.1,87.24,85.3,76.31,88.9,19.97,42.45,24.78333333333333,61.54,41.98,52.25,44.55,17.95,0.75,73.55,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,73.36,0,0
80,Central,Assin South,District,5.52889644999999,-1.2709401638536,105995,27.4,41.7,25.67,36.3,66.85,93.28,54.44,40247,60204,5544,17.0,34.0,46.0,20.0,13.0,99.1,85.84,85.3,71.96,88.9,18.33,42.45,24.78333333333333,63.61,42.75,52.25,44.55,17.95,0.75,71.17,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.68,0,0
81,Central,Awutu Senya East Municipal,Municipal,5.40379055,-0.518157686947431,236527,10.6,42.9,10.35,41.97,53.02,93.9,54.01,79719,150353,6455,17.0,34.0,46.0,20.0,13.0,99.1,86.99,85.3,75.86,88.9,21.11,42.45,24.78333333333333,63.83,42.82,52.25,44.55,17.95,0.75,73.94,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.42,0,0
82,Central,Awutu Senya West,District,5.61965885,-0.520145612112832,161460,22.5,44.5,25.3,57.33,64.89,91.69,54.78,61109,94170,6181,17.0,34.0,46.0,20.0,13.0,99.1,85.31,85.3,75.51,88.9,18.26,42.45,24.78333333333333,62.66,42.69,52.25,44.55,17.95,0.75,75.67,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,77.35,0,0
83,Central,Cape Cape Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,Metropolitan,5.1115501,-1.2484127,187365,12.9,44.3,10.95,27.52,43.35,95.3,50.96,54760,126333,6272,17.0,34.0,46.0,20.0,13.0,99.1,85.76,85.3,76.02,88.9,18.25,42.45,24.78333333333333,64.95,45.76,52.25,44.55,17.95,0.75,72.17,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.33,0,0
84,Central,Effutu Municipal,Municipal,5.38339225,-0.597395635326539,108816,21.7,44.2,18.59,29.94,37.48,108.06,34.25,28454,75924,4438,17.0,34.0,46.0,20.0,13.0,99.1,85.73,85.3,77.82,88.9,20.01,42.45,24.78333333333333,61.69,42.95,52.25,44.55,17.95,0.75,74.3,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,74.56,0,0
85,Central,Ekumfi,District,5.28914455,-0.908864632637807,56741,31.5,45.6,32.59,59.34,68.79,83.06,48.21,21336,31017,4388,17.0,34.0,46.0,20.0,13.0,99.1,84.51,85.3,72.31,88.9,20.34,42.45,24.78333333333333,63.09,42.73,52.25,44.55,17.95,0.75,72.43,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,74.84,0,0
86,Central,Gomoa Central,District,5.47699369999999,-0.589745989100534,82592,18.8,44.1,21.23,45.73,62.93,83.63,54.04,30202,47990,4400,17.0,34.0,46.0,20.0,13.0,99.1,87.03,85.3,74.51,88.9,19.87,42.45,24.78333333333333,62.82,39.95,52.25,44.55,17.95,0.75,72.79,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,77.51,0,0
87,Central,Gomoa East,District,5.47699369999999,-0.589745989100534,308697,14.4,43.7,14.0,44.5,58.46,96.13,51.6,111167,190148,7382,17.0,34.0,46.0,20.0,13.0,99.1,85.6,85.3,76.29,88.9,16.67,42.45,24.78333333333333,63.63,41.76,52.25,44.55,17.95,0.75,76.02,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,76.4,0,0
88,Central,Gomoa West,District,5.38725545,-0.833638570821268,129512,28.3,44.4,30.44,50.47,65.6,79.06,50.95,47701,72710,9101,17.0,34.0,46.0,20.0,13.0,99.1,86.32,85.3,73.03,88.9,20.01,42.45,24.78333333333333,64.12,42.71,52.25,44.55,17.95,0.75,72.99,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.02,0,0
89,Central,Komenda Edina Eguafo Abirem Municipal,Municipal,5.1302015,-1.43995928979516,166017,25.1,44.2,26.06,45.3,61.85,93.08,50.06,59835,96741,9441,17.0,34.0,46.0,20.0,13.0,99.1,87.02,85.3,77.61,88.9,17.65,42.45,24.78333333333333,62.19,42.07,52.25,44.55,17.95,0.75,74.49,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.25,0,0
90,Central,Mfantsiman Municipal,Municipal,5.27644145,-1.03472089878279,168905,24.0,44.8,23.38,39.69,60.06,79.56,48.78,59941,99810,9154,17.0,34.0,46.0,20.0,13.0,99.1,86.97,85.3,75.95,88.9,19.55,42.45,24.78333333333333,64.79,45.17,52.25,44.55,17.95,0.75,70.99,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,73.25,0,0
91,Central,Twifo Ati Morkwa,District,5.61529845,-1.57822136908747,100851,34.1,42.7,27.22,44.01,65.55,93.96,50.71,38334,58482,4035,17.0,34.0,46.0,20.0,13.0,99.1,87.3,85.3,76.67,88.9,17.06,42.45,24.78333333333333,63.79,42.85,52.25,44.55,17.95,0.75,76.59,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,76.18,0,0
92,Central,Twifo Heman Lower Denkyira,District,5.49471475,-1.53636464977824,66075,32.1,42.4,25.88,55.39,62.92,96.82,54.28,24351,38703,3021,17.0,34.0,46.0,20.0,13.0,99.1,86.15,85.3,74.54,88.9,19.87,42.45,24.78333333333333,60.86,45.03,52.25,44.55,17.95,0.75,74.7,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,72.96,0,0
93,Central,Upper Denkyira East Municipal,Municipal,5.83523424999999,-1.73920835777296,110141,24.3,43.8,21.21,27.9,59.35,100.34,49.2,39547,66630,3964,17.0,34.0,46.0,20.0,13.0,99.1,85.67,85.3,76.62,88.9,17.99,42.45,24.78333333333333,60.76,43.19,52.25,44.55,17.95,0.75,73.53,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,76.73,0,0
94,Central,Upper Denkyira West,District,6.10783305,-2.06931071266353,91025,24.5,43.6,28.16,48.34,56.29,120.04,56.36,31879,56634,2512,17.0,34.0,46.0,20.0,13.0,99.1,86.18,85.3,77.0,88.9,17.28,42.45,24.78333333333333,63.68,43.16,52.25,44.55,17.95,0.75,74.66,3.05,8.3,39.16666666666666,12.65,5.550000000000001,80.65,75.79,0,0
95,Eastern,Abuakwa North Municipal,Municipal,6.2336986,-0.382588987736012,76195,15.7,42.9,14.47,20.35,51.69,90.85,48.32,24276,46967,4952,13.0,26.0,42.0,11.0,16.0,90.5,83.17,81.5,75.15,84.3,21.37,44.8,23.366666666666664,62.07,42.47,36.55,37.9,14.15,0.95,69.99,1.25,9.55,38.766666666666666,5.85,5.75,79.05,77.78,0,0
96,Eastern,Abuakwa South Municipal,Municipal,6.1727705,-0.470361048613095,89051,21.1,43.4,19.44,21.98,51.78,98.32,48.71,28375,54803,5873,13.0,26.0,42.0,11.0,16.0,90.5,83.53,81.5,75.15,84.3,20.66,44.8,23.366666666666664,62.24,42.61,36.55,37.9,14.15,0.95,73.87,1.25,9.55,38.766666666666666,5.85,5.75,79.05,72.55,0,0
97,Eastern,Achiase,District,5.8354534,-0.9966928,56348,29.9,44.6,25.7,31.76,62.2,90.15,48.13,20233,32529,3586,13.0,26.0,42.0,11.0,16.0,90.5,83.72,81.5,75.21,84.3,19.38,44.8,23.366666666666664,62.36,45.18,36.55,37.9,14.15,0.95,71.61,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.05,0,0
98,Eastern,Akwapim North Municipal,Municipal,5.9014961,-0.14597334325382,105315,20.1,43.2,14.53,21.47,47.72,86.37,41.63,31681,66393,7241,13.0,26.0,42.0,11.0,16.0,90.5,84.2,81.5,73.5,84.3,22.48,44.8,23.366666666666664,62.74,39.12,36.55,37.9,14.15,0.95,71.79,1.25,9.55,38.766666666666666,5.85,5.75,79.05,76.9,0,0
99,Eastern,Akwapim South Municipal,Municipal,8.25846,0.508747,76922,19.4,43.5,15.17,30.66,47.52,90.17,48.1,23517,49490,3915,13.0,26.0,42.0,11.0,16.0,90.5,86.3,81.5,74.58,84.3,19.64,44.8,23.366666666666664,63.82,39.6,36.55,37.9,14.15,0.95,71.36,1.25,9.55,38.766666666666666,5.85,5.75,79.05,75.99,0,0
100,Eastern,Akyemansa,District,6.0815994,-1.11546439579942,91038,23.6,42.4,27.68,26.48,63.03,96.98,56.4,33134,52568,5336,13.0,26.0,42.0,11.0,16.0,90.5,84.34,81.5,74.57,84.3,20.35,44.8,23.366666666666664,60.73,41.79,36.55,37.9,14.15,0.95,71.23,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.16,0,0
101,Eastern,Asene Manso Akroso,District,5.85516295,-0.8089562448565,77498,25.7,42.5,24.11,30.19,61.68,91.8,52.69,27771,45027,4700,13.0,26.0,42.0,11.0,16.0,90.5,85.13,81.5,75.38,84.3,20.7,44.8,23.366666666666664,60.64,42.62,36.55,37.9,14.15,0.95,73.14,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.54,0,0
102,Eastern,Asuogyaman,District,6.36279085,0.0952598707485648,101256,21.8,43.1,18.67,21.4,53.45,90.73,48.32,33178,62074,6004,13.0,26.0,42.0,11.0,16.0,90.5,87.65,81.5,76.3,84.3,19.37,44.8,23.366666666666664,60.76,43.64,36.55,37.9,14.15,0.95,72.48,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.2,0,0
103,Eastern,Atiwa East,District,6.3954833,-0.597296233359515,64647,18.4,42.4,20.07,17.86,61.28,100.88,54.14,23155,37784,3708,13.0,26.0,42.0,11.0,16.0,90.5,85.17,81.5,73.21,84.3,21.01,44.8,23.366666666666664,62.83,43.31,36.55,37.9,14.15,0.95,73.08,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.62,0,0
104,Eastern,Atiwa West,District,6.20778059999999,-0.635808682575408,61219,18.9,42.5,20.46,29.79,61.08,106.79,57.24,21768,35639,3812,13.0,26.0,42.0,11.0,16.0,90.5,86.81,81.5,74.61,84.3,19.5,44.8,23.366666666666664,64.27,42.02,36.55,37.9,14.15,0.95,72.09,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.15,0,0
105,Eastern,Ayensuano,District,5.94469995,-0.449937193103216,94594,29.1,42.9,27.38,46.51,63.48,97.58,57.3,34320,54066,6208,13.0,26.0,42.0,11.0,16.0,90.5,84.3,81.5,77.02,84.3,19.68,44.8,23.366666666666664,61.75,44.13,36.55,37.9,14.15,0.95,72.87,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.07,0,0
106,Eastern,Birim Central Municipal,Municipal,5.97391735,-1.00480959493596,76302,11.9,41.9,13.04,12.18,49.89,87.25,48.6,24294,48697,3311,13.0,26.0,42.0,11.0,16.0,90.5,85.39,81.5,73.68,84.3,22.34,44.8,23.366666666666664,58.65,44.15,36.55,37.9,14.15,0.95,71.47,1.25,9.55,38.766666666666666,5.85,5.75,79.05,71.8,0,0
107,Eastern,Birim North,District,6.3681437,-1.02271793293055,82669,18.3,42.6,21.3,17.16,60.07,98.21,54.28,29443,49014,4212,13.0,26.0,42.0,11.0,16.0,90.5,84.27,81.5,73.57,84.3,18.74,44.8,23.366666666666664,59.84,42.88,36.55,37.9,14.15,0.95,75.44,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.4,0,0
108,Eastern,Birim South,District,5.9375343,-1.0087951,35654,24.9,43.6,20.44,29.4,57.15,91.36,49.36,12132,21228,2294,13.0,26.0,42.0,11.0,16.0,90.5,85.19,81.5,75.1,84.3,16.68,44.8,23.366666666666664,61.15,44.04,36.55,37.9,14.15,0.95,69.75,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.88,0,0
109,Eastern,Denkyembuor,District,6.05,-0.8,77029,18.1,42.3,19.87,12.96,52.95,93.0,46.58,25305,47788,3936,13.0,26.0,42.0,11.0,16.0,90.5,86.96,81.5,76.07,84.3,22.72,44.8,23.366666666666664,61.56,43.01,36.55,37.9,14.15,0.95,73.99,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.86,0,0
110,Eastern,Fanteakwa North,District,6.49761694999999,-0.362546050326661,56987,28.9,41.9,28.56,30.99,59.68,101.24,57.76,20059,33609,3319,13.0,26.0,42.0,11.0,16.0,90.5,83.11,81.5,74.82,84.3,24.12,44.8,23.366666666666664,61.79,41.76,36.55,37.9,14.15,0.95,74.15,1.25,9.55,38.766666666666666,5.85,5.75,79.05,71.78,0,0
111,Eastern,Fanteakwa South,District,6.37117379999999,-0.311872167608319,54634,21.7,41.7,17.87,24.61,54.49,103.59,55.1,18157,33323,3154,13.0,26.0,42.0,11.0,16.0,90.5,86.35,81.5,76.79,84.3,19.69,44.8,23.366666666666664,62.46,43.65,36.55,37.9,14.15,0.95,70.82,1.25,9.55,38.766666666666666,5.85,5.75,79.05,75.68,0,0
112,Eastern,Kwaebibirem Municipal,Municipal,6.23359759999999,-0.87590978580917,121698,19.6,42.9,20.38,20.02,58.37,94.76,53.2,42260,72401,7037,13.0,26.0,42.0,11.0,16.0,90.5,86.06,81.5,76.09,84.3,17.39,44.8,23.366666666666664,61.93,42.77,36.55,37.9,14.15,0.95,75.44,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.75,0,0
113,Eastern,Kwahu Afram Plains North,District,6.8753584,0.0047456123339843,66555,48.5,41.9,42.23,48.1,65.65,115.82,60.74,25385,38670,2500,13.0,26.0,42.0,11.0,16.0,90.5,84.81,81.5,76.06,84.3,19.83,44.8,23.366666666666664,63.97,42.6,36.55,37.9,14.15,0.95,73.59,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.11,0,0
114,Eastern,Kwahu Afram Plains South,District,6.8854777,-0.460380290065423,74002,39.1,41.6,40.55,44.69,67.64,115.39,62.1,28848,42647,2507,13.0,26.0,42.0,11.0,16.0,90.5,83.53,81.5,75.63,84.3,19.87,44.8,23.366666666666664,61.39,44.81,36.55,37.9,14.15,0.95,73.56,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.78,0,0
115,Eastern,Kwahu East,District,6.73342465,-0.81009459846416,80233,29.4,42.0,23.88,31.3,56.9,104.38,51.32,26957,47374,5902,13.0,26.0,42.0,11.0,16.0,90.5,85.81,81.5,78.29,84.3,20.02,44.8,23.366666666666664,61.11,38.92,36.55,37.9,14.15,0.95,72.14,1.25,9.55,38.766666666666666,5.85,5.75,79.05,71.95,0,0
116,Eastern,Kwahu South Municipal,Municipal,8.25846,0.508747,79851,28.8,43.4,23.7,28.58,60.3,89.6,49.49,27952,46352,5547,13.0,26.0,42.0,11.0,16.0,90.5,84.91,81.5,74.49,84.3,18.63,44.8,23.366666666666664,63.12,40.47,36.55,37.9,14.15,0.95,71.77,1.25,9.55,38.766666666666666,5.85,5.75,79.05,72.66,0,0
117,Eastern,Kwahu West Municipal,Municipal,6.49118254999999,-0.728456087972531,145429,15.1,41.9,16.51,16.52,61.17,90.61,54.7,52176,85302,7951,13.0,26.0,42.0,11.0,16.0,90.5,86.05,81.5,71.79,84.3,21.17,44.8,23.366666666666664,60.1,40.82,36.55,37.9,14.15,0.95,71.79,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.39,0,0
118,Eastern,Lower Manya Krobo Municipal,Municipal,6.2127831,-0.0404975690174626,121849,19.8,43.4,19.84,20.49,47.38,83.68,42.84,36940,77965,6944,13.0,26.0,42.0,11.0,16.0,90.5,85.73,81.5,77.21,84.3,21.09,44.8,23.366666666666664,62.98,42.06,36.55,37.9,14.15,0.95,72.69,1.25,9.55,38.766666666666666,5.85,5.75,79.05,76.04,0,0
119,Eastern,New Juaben North Municipal,Municipal,6.1364245,-0.312846157003848,88716,10.6,41.7,9.87,11.26,42.71,100.91,45.62,25215,59043,4458,13.0,26.0,42.0,11.0,16.0,90.5,88.1,81.5,74.11,84.3,18.06,44.8,23.366666666666664,62.55,42.22,36.55,37.9,14.15,0.95,74.2,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.24,0,0
120,Eastern,New Juaben South Municipal,Municipal,6.0721368,-0.260652306105858,129741,8.5,41.1,9.11,12.52,40.88,93.85,51.54,35529,86909,7303,13.0,26.0,42.0,11.0,16.0,90.5,85.34,81.5,74.96,84.3,21.35,44.8,23.366666666666664,62.18,40.34,36.55,37.9,14.15,0.95,72.37,1.25,9.55,38.766666666666666,5.85,5.75,79.05,75.16,0,0
121,Eastern,Nsawam Adoagyiri Municipal,Municipal,5.81791215,-0.36426765,155597,13.0,43.4,15.54,29.26,52.98,96.46,53.35,51578,97355,6664,13.0,26.0,42.0,11.0,16.0,90.5,84.16,81.5,76.76,84.3,23.38,44.8,23.366666666666664,64.78,41.12,36.55,37.9,14.15,0.95,70.73,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.39,0,0
122,Eastern,Okere,District,6.04034605,-0.127770489495342,51675,24.0,42.4,21.53,35.07,55.61,89.0,52.22,17068,30691,3916,13.0,26.0,42.0,11.0,16.0,90.5,85.97,81.5,72.4,84.3,20.56,44.8,23.366666666666664,61.47,41.31,36.55,37.9,14.15,0.95,73.34,1.25,9.55,38.766666666666666,5.85,5.75,79.05,74.57,0,0
123,Eastern,Suhum Municipal,Municipal,6.035885,-0.4552751,126403,17.6,42.0,18.91,28.55,55.63,90.61,58.58,42610,76601,7192,13.0,26.0,42.0,11.0,16.0,90.5,86.03,81.5,72.92,84.3,19.79,44.8,23.366666666666664,65.49,46.29,36.55,37.9,14.15,0.95,73.48,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.99,0,0
124,Eastern,Upper Manya Krobo,District,6.40201115,-0.134429386146108,70612,32.7,40.5,35.31,38.15,61.84,98.11,63.99,25423,41112,4077,13.0,26.0,42.0,11.0,16.0,90.5,87.74,81.5,72.4,84.3,20.09,44.8,23.366666666666664,62.06,45.3,36.55,37.9,14.15,0.95,73.08,1.25,9.55,38.766666666666666,5.85,5.75,79.05,75.51,0,0
125,Eastern,Upper West Akim,District,5.80678025,-0.540057196199224,95855,29.7,43.7,28.33,49.22,63.86,93.87,55.39,35169,55070,5616,13.0,26.0,42.0,11.0,16.0,90.5,86.95,81.5,73.61,84.3,21.22,44.8,23.366666666666664,60.48,41.98,36.55,37.9,14.15,0.95,73.22,1.25,9.55,38.766666666666666,5.85,5.75,79.05,73.4,0,0
126,Eastern,West Akim Municipal,Municipal,5.9070609,-0.68318054757923,117681,23.7,43.0,23.19,28.11,57.77,91.43,52.35,40650,70363,6668,13.0,26.0,42.0,11.0,16.0,90.5,86.24,81.5,75.46,84.3,17.7,44.8,23.366666666666664,62.5,42.05,36.55,37.9,14.15,0.95,71.69,1.25,9.55,38.766666666666666,5.85,5.75,79.05,71.84,0,0
127,Eastern,Yilo Krobo Municipal,Municipal,6.1564095,-0.167401779755807,122398,21.5,42.1,21.14,29.42,54.94,92.19,55.34,40930,74501,6967,13.0,26.0,42.0,11.0,16.0,90.5,87.89,81.5,75.59,84.3,20.55,44.8,23.366666666666664,60.79,40.88,36.55,37.9,14.15,0.95,70.71,1.25,9.55,38.766666666666666,5.85,5.75,79.05,72.13,0,0
128,Greater Accra,Ablekuma Central Municipal,Municipal,5.5541808,-0.24078224491606,169145,9.4,45.2,11.92,36.53,41.67,95.27,59.22,47590,114214,7341,8.0,16.0,20.0,6.0,4.0,98.8,89.22,94.7,82.41,88.8,11.91,29.916666666666668,15.65,72.07,49.54,46.7,37.5,13.1,1.5,87.3,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,87.5,0,0
129,Greater Accra,Ablekuma North Municipal,Municipal,5.58719365,-0.263259064824942,159208,8.3,42.9,7.15,36.66,41.21,91.9,60.44,44681,108422,6105,8.0,16.0,20.0,6.0,4.0,98.8,90.04,94.7,79.88,88.8,15.27,29.916666666666668,15.65,73.8,52.22,46.7,37.5,13.1,1.5,86.15,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,86.43,0,0
130,Greater Accra,Ablekuma West Municipal,Municipal,5.5431939,-0.26615017413473,153490,8.9,43.0,8.15,39.41,45.18,91.46,57.22,45854,101503,6133,8.0,16.0,20.0,6.0,4.0,98.8,89.61,94.7,78.53,88.8,12.24,29.916666666666668,15.65,74.03,50.9,46.7,37.5,13.1,1.5,88.96,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,88.92,0,0
131,Greater Accra,"Accra Metropolitan Area (AMA)-Ablekuma South, Ashiedu Keteke & Okaikoi South",Metropolitan,5.55381875,-0.205849787615075,276997,11.1,43.9,16.66,38.04,35.46,88.07,58.85,71203,200821,4973,8.0,16.0,20.0,6.0,4.0,98.8,90.42,94.7,82.08,88.8,15.0,29.916666666666668,15.65,72.27,52.27,46.7,37.5,13.1,1.5,88.47,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,87.6,0,0
132,Greater Accra,Ada East,District,5.8761016,0.549568161630084,76411,28.2,44.2,29.29,42.91,62.79,92.56,48.74,27871,44390,4150,8.0,16.0,20.0,6.0,4.0,98.8,88.93,94.7,81.29,88.8,10.84,29.916666666666668,15.65,74.68,50.0,46.7,37.5,13.1,1.5,87.94,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,91.86,0,0
133,Greater Accra,Ada West,District,5.9040093,0.420370257026968,76087,40.1,44.7,33.13,59.26,74.22,92.85,50.1,31005,41776,3306,8.0,16.0,20.0,6.0,4.0,98.8,91.95,94.7,82.69,88.8,13.38,29.916666666666668,15.65,74.94,51.26,46.7,37.5,13.1,1.5,84.17,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,85.69,0,0
134,Greater Accra,Adentan Municipal,Municipal,5.7042433,-0.1690967,265971,8.3,41.8,7.13,37.46,41.58,99.06,56.93,75516,181597,8858,8.0,16.0,20.0,6.0,4.0,98.8,90.67,94.7,83.05,88.8,12.98,29.916666666666668,15.65,75.35,52.62,46.7,37.5,13.1,1.5,86.73,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,88.61,0,0
135,Greater Accra,Ashaiman Municipal,Municipal,5.6993574,-0.0348533202566188,208060,7.5,43.3,11.32,35.07,45.06,98.41,62.14,62611,138935,6514,8.0,16.0,20.0,6.0,4.0,98.8,88.79,94.7,82.21,88.8,11.2,29.916666666666668,15.65,73.99,52.95,46.7,37.5,13.1,1.5,90.28,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,86.61,0,0
136,Greater Accra,Ayawaso Central Municipal,Municipal,5.59137939999999,-0.212668442666915,94831,12.2,42.8,9.12,43.81,37.83,97.04,55.95,24848,65692,4291,8.0,16.0,20.0,6.0,4.0,98.8,89.48,94.7,83.14,88.8,12.77,29.916666666666668,15.65,75.25,53.03,46.7,37.5,13.1,1.5,87.6,2.4000000000000004,1.5,39.333333333333336,4.95,3.1,87.8,87.56,0,0
